customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-02434,Male,0,No,No,38,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),84.12,3193.95,Yes
CUST-02435,Female,0,Yes,Yes,11,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,90.51,973.86,Yes
CUST-02436,Female,0,Yes,No,12,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,59.58,691.33,No
CUST-02437,Female,0,Yes,Yes,13,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,87.27,1149.49,No
CUST-02438,Female,0,No,No,18,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),78.2,1383.83,No
CUST-02439,Male,0,No,Yes,11,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,72.87,819.26,No
CUST-02440,Male,1,No,No,16,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),81.68,1297.54,Yes
CUST-02441,Male,0,Yes,No,68,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Electronic check,82.32,5551.3,No
CUST-02442,Male,0,No,No,26,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,Yes,Electronic check,57.96,1519.9,No
CUST-02443,Male,1,No,Yes,57,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.93,1209.04,No
CUST-02444,Female,0,Yes,No,28,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),61.71,1739.52,Yes
CUST-02445,Female,0,Yes,No,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.95,1187.68,No
CUST-02446,Female,0,No,Yes,54,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,82.6,4453.29,Yes
CUST-02447,Female,0,Yes,No,61,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,58.84,3580.14,No
CUST-02448,Female,0,No,No,21,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,71.6,1489.18,Yes
CUST-02449,Male,0,No,No,6,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,97.23,588.99,No
CUST-02450,Female,0,Yes,No,22,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),86.32,1894.93,Yes
CUST-02451,Female,0,No,No,51,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,99.45,5062.66,Yes
CUST-02452,Male,0,No,No,47,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),79.25,3710.51,Yes
CUST-02453,Male,1,No,No,51,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,55.5,2833.45,No
CUST-02454,Female,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.0,1321.35,No
CUST-02455,Male,0,Yes,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),18.0,290.38,No
CUST-02456,Female,1,No,Yes,32,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,88.22,2795.94,Yes
CUST-02457,Female,0,Yes,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,25.0,874.51,Yes
CUST-02458,Male,0,Yes,No,10,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,79.05,800.13,Yes
CUST-02459,Male,0,Yes,Yes,48,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),96.76,4658.68,No
CUST-02460,Male,0,Yes,Yes,3,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),90.15,280.77,No
CUST-02461,Male,0,Yes,Yes,65,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),65.32,4248.48,No
CUST-02462,Male,0,Yes,Yes,6,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.37,320.44,No
CUST-02463,Female,0,No,No,8,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),97.79,758.51,No
CUST-02464,Male,0,Yes,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,22.14,295.48,No
CUST-02465,Male,0,Yes,No,65,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),94.41,6147.72,No
CUST-02466,Male,0,Yes,No,62,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),73.77,4619.62,No
CUST-02467,Female,0,No,No,67,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),59.06,3928.05,No
CUST-02468,Male,0,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.21,5683.34,No
CUST-02469,Male,0,No,No,67,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,80.4,5419.56,Yes
CUST-02470,Female,0,No,No,34,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),55.51,1884.2,No
CUST-02471,Male,0,Yes,No,0,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,61.8,0.0,Yes
CUST-02472,Male,0,No,No,31,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),89.41,2814.17,No
CUST-02473,Male,1,Yes,No,16,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),66.39,1045.76,No
CUST-02474,Male,0,No,Yes,17,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,80.49,1389.26,No
CUST-02475,Male,0,Yes,No,50,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),73.57,3708.4,No
CUST-02476,Female,0,No,No,12,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Electronic check,58.72,701.43,No
CUST-02477,Male,0,No,No,23,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),96.04,2205.57,Yes
CUST-02478,Male,0,Yes,No,28,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,52.31,1499.99,No
CUST-02479,Male,1,Yes,No,4,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,84.19,330.61,Yes
CUST-02480,Female,1,Yes,Yes,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),22.98,1160.83,No
CUST-02481,Female,0,Yes,No,55,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,89.12,4847.62,Yes
CUST-02482,Male,0,No,No,40,Yes,No,DSL,No,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),50.64,2048.03,No
CUST-02483,Male,0,No,No,2,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),63.87,120.27,No
CUST-02484,Male,0,No,No,57,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),85.88,4910.82,No
CUST-02485,Male,0,No,No,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.84,663.94,No
CUST-02486,Male,0,No,No,19,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),82.26,1589.65,Yes
CUST-02487,Male,0,No,No,69,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Mailed check,82.48,5718.62,No
CUST-02488,Female,1,Yes,No,62,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,No,Mailed check,54.85,3380.79,No
CUST-02489,Male,0,Yes,No,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.73,654.08,No
CUST-02490,Male,0,Yes,No,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),24.65,800.42,No
CUST-02491,Male,1,Yes,Yes,66,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),55.22,3672.66,Yes
CUST-02492,Female,0,Yes,Yes,13,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,98.01,1276.39,No
CUST-02493,Female,0,Yes,No,29,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),81.61,2370.98,No
CUST-02494,Male,0,Yes,No,41,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),85.44,3510.01,No
CUST-02495,Male,0,Yes,No,25,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,78.75,1951.23,No
CUST-02496,Female,0,Yes,No,23,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,69.89,1598.4,No
CUST-02497,Female,0,Yes,Yes,7,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Bank transfer (automatic),69.44,482.38,No
CUST-02498,Male,0,Yes,No,19,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Credit card (automatic),85.88,1651.74,No
CUST-02499,Female,0,No,No,26,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,75.57,2000.72,Yes
CUST-02500,Female,0,No,No,61,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),72.52,4405.52,No
CUST-02501,Male,0,No,Yes,24,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,74.28,1797.15,No
CUST-02502,Female,0,Yes,No,11,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),90.62,1001.19,No
CUST-02503,Male,0,Yes,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.91,1265.48,No
CUST-02504,Male,0,Yes,No,25,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,97.02,2406.31,Yes
CUST-02505,Male,0,Yes,Yes,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.56,1382.09,No
CUST-02506,Male,0,Yes,No,7,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),97.05,667.65,No
CUST-02507,Female,0,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Mailed check,94.76,102.22,No
CUST-02508,Male,0,Yes,No,67,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Mailed check,79.86,5330.58,No
CUST-02509,Male,0,Yes,No,7,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,57.69,381.75,No
CUST-02510,Male,0,No,Yes,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.61,21.5,No
CUST-02511,Female,0,No,No,46,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),80.2,3693.11,Yes
CUST-02512,Female,0,Yes,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.8,435.84,No
CUST-02513,Female,0,Yes,No,35,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,Yes,Mailed check,85.12,2969.08,No
CUST-02514,Male,0,No,No,29,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),73.99,2160.88,Yes
CUST-02515,Female,0,Yes,No,21,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),51.57,1079.32,Yes
CUST-02516,Female,0,No,No,35,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),84.05,2957.31,No
CUST-02517,Female,0,No,No,18,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,77.1,1378.73,Yes
CUST-02518,Male,0,Yes,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.0,266.75,No
CUST-02519,Female,0,No,No,16,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),22.03,337.95,No
CUST-02520,Male,1,Yes,No,8,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,102.43,827.91,Yes
CUST-02521,Male,0,Yes,No,38,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),90.89,3434.06,No
CUST-02522,Male,1,Yes,No,40,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Credit card (automatic),80.36,3250.63,No
CUST-02523,Male,0,No,No,1,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),90.15,62.93,Yes
CUST-02524,Male,0,Yes,No,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.75,648.76,No
CUST-02525,Male,0,Yes,No,53,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,92.82,4943.28,No
CUST-02526,Male,0,No,Yes,0,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,No,Mailed check,84.83,5.71,Yes
CUST-02527,Female,0,Yes,No,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.0,370.94,No
CUST-02528,Male,0,No,No,70,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),68.01,4783.71,No
CUST-02529,Female,0,No,No,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,22.82,688.85,No
CUST-02530,Female,0,No,No,1,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Mailed check,98.57,92.8,No
CUST-02531,Female,1,No,No,38,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),60.04,2249.17,No
CUST-02532,Female,0,No,Yes,29,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),80.18,2342.9,No
CUST-02533,Male,0,Yes,Yes,15,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),57.21,869.35,No
CUST-02534,Female,0,No,No,5,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,93.79,480.2,No
CUST-02535,Female,0,No,Yes,64,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),56.99,3649.96,No
CUST-02536,Male,1,No,No,59,Yes,Yes,DSL,No,No,Yes,Yes,No,No,One year,No,Mailed check,57.08,3369.35,No
CUST-02537,Male,0,No,Yes,49,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),75.73,3712.93,Yes
CUST-02538,Female,1,No,No,1,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,84.45,90.55,Yes
CUST-02539,Male,0,No,No,63,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Electronic check,72.43,4565.69,No
CUST-02540,Male,0,Yes,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.53,679.39,No
CUST-02541,Female,0,No,No,34,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,Yes,Mailed check,59.82,1988.72,No
CUST-02542,Female,0,No,Yes,64,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Mailed check,88.44,5701.92,No
CUST-02543,Male,0,No,No,31,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,91.49,2823.22,No
CUST-02544,Female,0,Yes,No,17,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,59.08,1000.85,Yes
CUST-02545,Male,1,Yes,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.0,328.27,No
CUST-02546,Female,0,No,Yes,67,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,93.41,6265.21,Yes
CUST-02547,Female,0,Yes,No,39,No,No phone service,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),57.07,2197.12,No
CUST-02548,Male,0,No,No,42,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),92.93,3879.76,No
CUST-02549,Male,1,No,No,43,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),91.24,3940.93,No
CUST-02550,Female,0,Yes,No,16,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,No,Mailed check,59.63,966.02,No
CUST-02551,Male,0,Yes,No,30,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),61.51,1834.97,No
CUST-02552,Male,0,No,No,69,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),80.99,5587.48,Yes
CUST-02553,Male,0,Yes,No,10,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Electronic check,79.91,799.87,No
CUST-02554,Female,0,No,No,69,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,62.86,4342.29,No
CUST-02555,Male,0,Yes,No,19,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,82.63,1578.39,Yes
CUST-02556,Female,0,Yes,No,21,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,58.87,1228.49,No
CUST-02557,Female,0,Yes,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Two year,No,Electronic check,55.98,70.0,No
CUST-02558,Male,0,No,No,48,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,84.49,4067.4,No
CUST-02559,Female,0,No,Yes,23,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),56.06,1306.82,No
CUST-02560,Female,0,No,Yes,33,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),71.49,2374.58,No
CUST-02561,Male,0,No,No,42,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,50.09,2118.69,No
CUST-02562,Female,0,No,No,46,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,91.74,4210.95,Yes
CUST-02563,Male,0,Yes,Yes,69,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,81.62,5629.3,Yes
CUST-02564,Male,1,No,No,40,No,No phone service,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Bank transfer (automatic),72.26,2873.37,No
CUST-02565,Male,0,No,No,12,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),82.95,999.42,No
CUST-02566,Female,0,Yes,No,51,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),86.31,4385.78,No
CUST-02567,Female,0,No,No,4,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,60.62,251.88,Yes
CUST-02568,Male,0,Yes,Yes,61,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,Yes,Mailed check,57.64,3540.03,No
CUST-02569,Female,0,Yes,No,21,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),47.11,989.3,No
CUST-02570,Female,0,No,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.61,1112.89,Yes
CUST-02571,Female,0,No,No,11,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),63.69,710.47,No
CUST-02572,Female,0,Yes,Yes,29,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),52.28,1536.77,No
CUST-02573,Male,0,No,No,50,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),95.95,4782.54,Yes
CUST-02574,Female,1,Yes,No,45,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Bank transfer (automatic),78.21,3521.76,No
CUST-02575,Male,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.03,6.27,Yes
CUST-02576,Male,0,No,No,2,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.4,153.24,No
CUST-02577,Male,0,Yes,No,71,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),60.0,4270.26,No
CUST-02578,Female,0,No,No,38,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,95.24,3586.37,No
CUST-02579,Female,0,No,Yes,62,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),104.42,6480.92,No
CUST-02580,Male,0,No,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),23.08,151.27,No
CUST-02581,Male,0,Yes,No,35,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,85.76,3012.81,No
CUST-02582,Male,0,Yes,No,42,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,103.03,4328.03,No
CUST-02583,Female,0,No,No,67,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,58.93,3923.99,No
CUST-02584,Male,1,No,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.0,911.14,Yes
CUST-02585,Female,0,No,No,45,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),84.99,3830.73,Yes
CUST-02586,Male,0,No,Yes,21,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),53.39,1123.06,No
CUST-02587,Male,0,No,No,72,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,79.0,5663.32,No
CUST-02588,Female,1,Yes,Yes,23,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,95.47,2200.8,No
CUST-02589,Male,0,No,No,20,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,52.29,1028.65,No
CUST-02590,Male,0,No,No,52,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),89.89,4662.79,Yes
CUST-02591,Male,0,Yes,No,72,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,70.19,5071.62,Yes
CUST-02592,Female,0,Yes,Yes,62,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),64.18,3974.39,No
CUST-02593,Male,0,No,No,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),22.51,279.71,No
CUST-02594,Male,1,No,No,59,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,1042.31,No
CUST-02595,Male,0,No,No,25,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),50.84,1256.69,No
CUST-02596,Female,0,Yes,No,16,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,76.68,1216.09,No
CUST-02597,Female,0,No,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,18.13,1250.0,No
CUST-02598,Female,0,Yes,No,69,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),82.57,5696.69,No
CUST-02599,Male,1,Yes,Yes,27,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.29,571.91,No
CUST-02600,Female,0,No,No,1,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),69.76,46.39,No
CUST-02601,Male,0,No,No,15,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,No,Electronic check,91.29,1395.17,No
CUST-02602,Female,0,No,No,39,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),82.36,3209.05,Yes
CUST-02603,Female,0,No,Yes,4,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),84.38,333.0,Yes
CUST-02604,Female,0,No,No,16,No,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,83.53,1331.73,No
CUST-02605,Female,0,Yes,No,10,Yes,No,DSL,No,No,No,Yes,No,No,One year,No,Electronic check,52.27,567.89,No
CUST-02606,Female,0,Yes,No,69,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),54.39,3743.38,No
CUST-02607,Male,0,No,Yes,25,No,No phone service,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,44.79,1161.17,No
CUST-02608,Female,0,No,No,27,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,67.43,1837.88,Yes
